"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"Dear Leader: Poet, Spy, Escapee - A Look Inside North Korea"|"Shirley Lee, Jang Jin-sung"|"8"|"9"|"7"|"8|9"|"9"
"The Holy Man"|"Susan Trott"|"1"|"4"|"3"|"5|2"|"2"
"Black Glitter"|"Diamond Burks"|""|""|""|""|""
"The Year I Turned 25: A Memoir About Sex, Anxiety and a Dog Named She-Devil"|"Raquel Fletcher"|"25"|""|""|""|""
"Number9Dream"|"David Mitchell"|"8"|"9"|"7"|"8|7"|"7"
"The Wonder"|"Emma Donoghue"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"The Miracles of the Namiya General Store"|"Sam Bett, Keigo Higashino"|""|""|""|""|""
"An American Princess: The Many Lives of Allene Tew"|"Annejet van der Zijl, Michele Hutchison"|"1"|"4"|"3"|"2|5"|"5"
"The Ragged Edge of Night"|"Olivia Hawker"|""|""|""|""|""
"Memory Wall"|"Anthony Doerr"|"3"|"4"|"5"|"2|4"|"4"
"Ramona and Her Mother"|"Beverly Cleary"|"8"|"6"|"7"|"5"|""
"Pre-Suasion: A Revolutionary Way to Influence and Persuade"|"Robert B. Cialdini"|"1"|"9"|"8"|"7|6|5|4|3|2"|"2"
"Lush Life"|"Richard Price"|"8"|"9"|"7"|"8|7"|"7"
"Freedom in Exile: The Autobiography of the Dalai Lama"|"Dalai Lama XIV"|"1"|"2"|"3"|"4|5"|"5"
"Neverworld Wake"|"Marisha Pessl"|"7"|"8"|"9"|"6|7"|"7"
"Kissed By The Krampus"|"L. Eveland"|""|""|""|""|""
"Me"|"Elton John"|""|""|""|""|""
"The Invited"|"Jennifer  McMahon"|"8"|"7"|"9"|"8"|""
"The Plague of Doves"|"Louise Erdrich"|"1"|"4"|"3"|"5|2|4|3"|"5"
"Thieves' Paradise"|"Eric Jerome Dickey"|""|""|""|""|""
"The September Sisters"|"Jillian Cantor"|"8"|"7"|"9"|"8|7"|"7"
"Master of Crows"|"Grace Draven"|"1"|"4"|"3"|"5|2"|"2"
"World War II: London Blitz Diary, Volume 2"|"Victoria Aldridge Washuk, Ruby Side Thompson"|"1"|"4"|"3"|"2|5"|"5"
"The Way of Zen"|"Alan W. Watts"|"7"|"9"|"8"|"6|10"|"10"
"The Analyst"|"John Katzenbach"|""|""|""|""|""
"Bruchko: The Astonishing True Story of a 19-Year-Old American, His Capture by the Motilone Indians and His Adventures in Christianizing the Stone Age Tribe"|"Bruce Olson"|"1"|"8"|"7"|"9|5|6|4|3|2"|"2"
"Music Notes"|"Renee Lee Fisher"|""|""|""|""|""
"Think Like a Rocket Scientist: Simple Strategies You Can Use to Make Giant Leaps in Work and Life"|"Ozan Varol"|"9"|"8"|"9"|"8|7"|"7"
"FDR"|"Jean Edward Smith"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"Broken Prince"|"Erin Watt"|"8"|"7"|"9"|"8"|""
"The Neon Rain"|"James Lee Burke"|"8"|"9"|"7"|"6|8"|"8"
"The Denial of Death"|"Ernest Becker"|"7"|"9"|"8"|"6|10"|"10"
"Beginner's Luck"|"Laura Pedersen"|""|""|""|""|""
"Young Men and Fire"|"Norman Maclean"|"7"|"8"|"9"|"6|5|8|7|9"|"6"
"Going Green Without Going Broke"|"Diedra ""DD"" Holley"|""|""|""|""|""
"Passion and Purity: Learning to Bring Your Love Life Under Christ's Control"|"Elisabeth Elliot, Joshua Harris"|"8"|"7"|"9"|"6|8"|"8"
"Borstal Boy"|"Brendan Behan, Benedict Kiely"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"Around the World in 80 Days"|"Pablo Marcos, Jules Verne, Malvina G. Vogel, Marian Leighton"|"1"|"4"|"3"|"5|2"|"2"
"Outcasts United: A Refugee Team, an American Town"|"Warren St. John"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"A Christmas Proposal"|"Sherri Hayes"|""|""|""|""|""
"Snow in July"|"Kim Iverson Headlee"|""|""|""|""|""
"Klondike: The Last Great Gold Rush, 1896-1899"|"Pierre Berton"|"8"|"9"|"7"|"6|8"|"8"
"The Kingdom of This World"|"Alejo Carpentier, Harriet de Ons"|"8"|"9"|"7"|"9|8"|"8"
"From The Shadows"|"David    Carter"|""|""|""|""|""
"Nineteen Cuts"|"Ringo Gene Hayden"|""|""|""|""|""
"The Constitution of the Tunisian Republic: Unofficial Translation"|"Med-Ali Mekki"|""|""|""|""|""
"Sunan An-Nasa'i"|"Mohammad Mahdi Al-Sharif,    "|""|""|""|""|""
"Our Souls at Night"|"Kent Haruf"|"7"|"8"|"9"|"6|5"|"5"
"Killman Creek"|"Rachel Caine"|"8"|"9"|"7"|"6|8"|"8"
"Daily Prayer: A Modern Guide to Ancient Practices"|"Joy F Hilley"|""|""|""|""|""
"Notes of Oisin: From an Irish Monk to a Skaldic Poet"|"Tamuna Tsertsvadze"|""|""|""|""|""
"A Darkness Absolute"|"Kelley Armstrong"|"3"|"4"|"5"|"2|4"|"4"
"The Gown"|"Jennifer Robson"|"7"|"8"|"9"|"6|5"|"5"
"The Pleasures of God: Meditations on God's Delight in Being God"|"John      Piper"|"1"|"2"|"3"|"4|5|3|2|1"|"5"
"This Time Together: Laughter and Reflection"|"Carol Burnett"|"9"|"7"|"8"|"6"|""
"The 5th Horseman"|"James Patterson, Maxine Paetro"|"1"|"8"|"7"|"9|6|5|4|8|7"|"6"
"The Chestnut Man"|"Caroline Waight, Sren Sveistrup"|"7"|"8"|"9"|"6|7"|"7"
"The Perfect Stranger"|"Megan Miranda"|""|""|""|""|""
"The Road to Avalon"|"Joan Wolf"|"1"|"2"|"3"|"4|5"|"5"
"The Raj Quartet"|"Paul Scott"|"8"|"9"|"7"|"8"|""
"The Road To Forever"|"Ron Felt"|""|""|""|""|""
"Darwin's Black Box: The Biochemical Challenge to Evolution"|"Michael J. Behe"|""|""|""|""|""
"The High Rise Glorious Skittle Skat Roarious Sky Pie Angel Food Cake"|"Richard Jesse Watson, Nancy Willard"|""|""|""|""|""
"The Etiquette of Social Media"|"Leonard Kim"|""|""|""|""|""
"Upside Down Kingdom"|"Jody Brown Vettori, J.B. Vettori"|"1"|"4"|"3"|"5|2"|"2"
"South of Reality"|"A.I. Alexen"|""|""|""|""|""
"Fraulein Schmidt and Mr Anstruther"|"Elizabeth von Arnim"|""|""|""|""|""
"Eat Dirt: Why Leaky Gut May Be the Root Cause of Your Health Problems and 5 Surprising Steps to Cure It"|"Josh Axe"|"7"|"8"|"9"|"6|5|7|8|9"|"9"
"A Little Bit Wicked: Life, Love, and Faith in Stages"|"Joni Rodgers, Kristin Chenoweth"|"7"|"8"|"9"|"6|7"|"7"
"The Complete Shakespeare Sonnets"|"Charline Spektor"|""|""|""|""|""
"The Inner Circle"|"Brad Meltzer"|"8"|"7"|"9"|"6|7"|"7"
"What Angels Fear"|"C.S. Harris"|"1"|"4"|"3"|"5|2"|"2"
"Crazy Stupid Bromance"|"Lyssa Kay Adams"|"3"|"4"|"5"|"2|4"|"4"
"You Are What You Love: The Spiritual Power of Habit"|"James K.A. Smith"|"7"|"8"|"9"|"6|7"|"7"
"The Dead in Their Vaulted Arches"|"Alan Bradley"|"7"|"8"|"6"|"9|7"|"7"
"Cradle to Cradle: Remaking the Way We Make Things"|"William McDonough, Michael Braungart"|"9"|"10"|"10"|"8|10"|"10"
"Wayside School Boxed Set"|"Louis Sachar, Adam McCauley"|"9"|"8"|"9"|"7|8"|"8"
"The Green Book"|"Jill Paton Walsh"|"1"|"4"|"3"|"5|2"|"2"
"The Country Bunny and the Little Gold Shoes"|"Marjorie Flack, DuBose Heyward"|"1"|"2"|"3"|"4|5"|"5"
"The Fight for Naturah: The Reclamation"|"Lloyd Blake"|""|""|""|""|""
"Intwine"|"Christina Moss"|""|""|""|""|""
"Oscar and Lucinda"|"Peter Carey"|"7"|"8"|"9"|"6|5|7|8|9"|"8"
"The Earth"|"mile Zola, Douglas Parme"|""|""|""|""|""
"Tough Times Never Last, But Tough People Do!"|"Robert H. Schuller"|"7"|"8"|"9"|"6|7"|"7"
"The Black Arrow"|"Robert Louis Stevenson"|"1"|"2"|"3"|"4|5"|"5"
"The Fourth Protocol"|"Frederick Forsyth"|""|""|""|""|""
"Stillwell"|"Michael Phillip Cash"|""|""|""|""|""
"The Star Wars Trilogy"|"James Kahn, Donald F. Glut, George Lucas"|"1"|"2"|"3"|"4|5"|"5"
"This Divided Island: Stories from the Sri Lankan War"|"Samanth Subramanian"|""|""|""|""|""
"Miss Julie"|"David French, August Strindberg"|""|""|""|""|""
"Know that I am God"|"P. Ritwik"|""|""|""|""|""
"Caesar: Life of a Colossus"|"Adrian Goldsworthy"|""|""|""|""|""
"Creepshow"|"Michele Wrightson, Jack Kamen, Stephen King, Bernie Wrightson"|"7"|"8"|"9"|"6|7"|"7"
"Bad : Six Sexy Gents Unmasked"|"Letty Scott, Elle Brace, Mel Ryle, Kimber  Lee, Synne Jakobsen, Alexandria Ayers"|""|""|""|""|""
"The Complete Dead Sea Scrolls in English"|"Gza Vermes, Anonymous"|""|""|""|""|""
"Quarantina"|"Wayne Tatum"|""|""|""|""|""
"Making Amends"|"D.J. Callaghan"|""|""|""|""|""
"Don't You Cry"|"Mary Kubica"|""|""|""|""|""
"The Wire in the Blood"|"Val McDermid"|"3"|"4"|"5"|"2|4|3|5"|"4"
"To The Bright Edge of the World"|"Eowyn Ivey"|"1"|"4"|"3"|"5|2"|"2"
"First Man: The Life of Neil A. Armstrong"|"James R. Hansen"|"8"|"9"|"7"|"8|9"|"9"
"The Perfect Girlfriend"|"Karen  Hamilton"|"9"|"8"|"10"|"7|9"|"9"
"Catherine House"|"Elisabeth    Thomas"|"8"|"7"|"6"|"9"|""
"Airs Above the Ground"|"Mary  Stewart"|""|""|""|""|""
"The Ground of Union: Deification in Aquinas and Palamas"|"A.N. Williams"|""|""|""|""|""
"Idylls of the King"|"Alfred Tennyson, J.M. Gray"|"1"|"4"|"5"|"3|2|4|5"|"5"
"The Year of Secret Assignments"|"Jaclyn Moriarty"|"8"|"9"|"7"|"6|8"|"8"
"Memoirs of Dr Andrew Moonir Khan - A great Educator In Trinidad and Tobago"|"Brenda C. Mohammed"|""|""|""|""|""
"A Dance in the Woods: A Mother's Insight"|"Janet K. Brennan"|""|""|""|""|""
"A Timeless Abandon"|"Collin Pearman"|""|""|""|""|""
"Phantoms in the Brain: Probing the Mysteries of the Human Mind"|"Oliver Sacks, Sandra Blakeslee, V.S. Ramachandran"|"1"|"9"|"8"|"7|6|9|5|8"|"9"
"The Informationist"|"Taylor Stevens"|"8"|"9"|"7"|"8|6"|"6"
"The Minority Report"|"Philip K. Dick"|"3"|"4"|"5"|"2|4"|"4"
"Disabling Professions"|"Harley Shaiken, Irving Kenneth Zola, Jonathan Caplan, Ivan Illich, John McKnight"|""|""|""|""|""
"Tales from the Perilous Realm"|"J.R.R. Tolkien"|"7"|"8"|"9"|"6|7"|"7"
"Driving in LA"|"Brenda Bakke"|""|""|""|""|""
"Superstoe"|"William Borden"|""|""|""|""|""
"Becoming Kimberly: A Transgender's Journey"|"Kimberly Davis"|""|""|""|""|""
"PRAYERS & POETRY"|"Rashawn Johnson"|""|""|""|""|""
"Ghost"|"Jason Reynolds"|"8"|"7"|"9"|"9"|""
"Okinawa Diet"|"Marco Carestia"|""|""|""|""|""
"Inherent Vice"|"Thomas Pynchon"|""|""|""|""|""
"The 19th Christmas"|"James Patterson, Maxine Paetro"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"Socialism: Utopian and Scientific"|"Friedrich Engels"|"1"|"2"|"3"|"4|5"|"5"
"Need to Know"|"Karen   Cleveland"|"1"|"4"|"3"|"5|2"|"2"
"Transfigured Sea"|"Sally Ann Hunter"|""|""|""|""|""
"Because Internet: Understanding the New Rules of Language"|"Gretchen McCulloch"|"7"|"8"|"9"|"6|5"|"5"
"Dark Towers: Deutsche Bank, Donald Trump, and an Epic Trail of Destruction"|"David Enrich"|""|""|""|""|""
"We Do This 'til We Free Us: Abolitionist Organizing and Transforming Justice"|"Naomi Murakawa, Mariame Kaba"|"7"|"9"|"8"|"10|6|9|8|7"|"10"
"A Princess in Theory"|"Alyssa Cole"|"8"|"7"|"9"|"8|6"|"6"
"The Confidence Gap"|"Russ Harris"|"7"|"8"|"9"|"6|5"|"5"
"The Obsession"|"Nora Roberts"|"1"|"4"|"3"|"2|5"|"5"
"The Lie Tree"|"Frances Hardinge"|"8"|"9"|"7"|"6|8"|"8"
"Lame Deer, Seeker of Visions"|"John Fire Lame Deer, Richard Erdoes"|"1"|"8"|"7"|"9|5|6|4|3|2"|"2"
"The Glory and the Dream: A Narrative History of America 1932-72"|"William Manchester"|""|""|""|""|""
"The Personal MBA: Master the Art of Business"|"Josh Kaufman"|"1"|"4"|"3"|"5|2|4|3"|"2"
"Fear and Misery of the Third Reich"|"Bertolt Brecht"|"9"|"8"|"7"|"6|8"|"8"
"Built to Last: Successful Habits of Visionary Companies"|"James C. Collins, Jerry I. Porras, Jim Collins"|"9"|"8"|"7"|"9|8"|"8"
"Deep Fathom"|"James Rollins"|"8"|"9"|"7"|"6|5"|"5"
"World War II London Blitz Diary, Volume 1"|"Victoria Aldridge Washuk, Ruby Side Thompson"|"1"|"2"|"3"|"4|5"|"5"
"The Dawn of Tecton"|"Jayn"|""|""|""|""|""
"Inga"|"Poile Sengupta"|""|""|""|""|""
"The Love Song of Miss Queenie Hennessy"|"Rachel Joyce"|""|""|""|""|""
"Forgotten, Saved, Loved: The Prologue"|"Violet Samuels"|""|""|""|""|""
"The Adventures of Hop-hop and the Great Flying Rabbit"|"Sara Pappas"|""|""|""|""|""
"Demented"|"Anna Gallegos"|""|""|""|""|""
"Peace Fire"|"Amber Bird"|""|""|""|""|""
"City of Stairs"|"Robert Jackson Bennett"|"8"|"9"|"9"|"7"|""
"Slade House"|"Mihnea Gafia, David Mitchell"|""|""|""|""|""
"The Only Investment Guide You'll Ever Need"|"Andrew Tobias"|""|""|""|""|""
"Sunan Ibn Majah"|" , Mohammad Mahdi Al-Sharif, Ibn Majah"|""|""|""|""|""
"Dangerous Games"|"Lynessa Layne"|""|""|""|""|""
"Games People Play"|"Eric Berne"|"7"|"8"|"9"|"6|5|7|8|9"|"8"
"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand out From The Crowd"|"Allan Dib"|"1"|""|""|""|""
"Augustus: First Emperor of Rome"|"Adrian Goldsworthy"|"1"|"4"|"5"|"3|2|4|5"|"5"
"I Am Dynamite! A Life of Nietzsche"|"Sue Prideaux"|""|""|""|""|""
"Meet Cute"|"Helena Hunting"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"The Heart of Everything That Is: The Untold Story of Red Cloud, An American Legend"|"Bob Drury, Tom Clavin"|"1"|"8"|"7"|"9|6|5|4|8|7"|"7"
"Scarred for Life: A Boy's Brutal Suffering and a Man's Raging Regret"|"Joel Hunter Gun"|""|""|""|""|""
"The Love Connection"|"Michael R. Mundy"|""|""|""|""|""
"Damascus Cover"|"Howard Kaplan"|""|""|""|""|""
"Knowing People: The Personal Use of Social Psychology"|"Michael J. Lovaglia"|""|""|""|""|""
"Verse for Ages"|"Linda Koperski, Bernie Morris, Martin Newell, Colleen Thatcher"|""|""|""|""|""
"Glimpse Spirit vol. 6"|"Lisa Mathisen"|"6"|""|""|""|""
"The Divinity Bureau"|"Tessa Clare"|"7"|"8"|"6"|"9|5"|"5"
"Loyalty and Deceit"|"Juma, Beanie Sigel"|""|""|""|""|""
"The Watchmaker's Doctor"|"G.M.T. Schuilling"|""|""|""|""|""
"Good-Bye Def Leppard: I'll Miss Those Jeans"|"Stef Kramer"|""|""|""|""|""
"Lila"|"Marilynne Robinson"|"1"|"4"|"5"|"3|2"|"2"
"Don't Let Go"|"Harlan Coben"|""|""|""|""|""
"Washington Black"|"Esi Edugyan"|"7"|"8"|"9"|"6|7"|"7"
"Flooded"|"J.J. Sorel"|""|""|""|""|""
"Everything Is Always Gonna Be Alright, Durban Frankenshooze"|"Jamie McHone"|""|""|""|""|""
"The Art Dealer's Wife"|"Joe Hilley"|""|""|""|""|""
"Mindfulness for Beginners: Reclaiming the Present Momentand Your Life"|"Jon Kabat-Zinn"|"1"|"9"|"8"|"7|6|5|4|3|2"|"2"
"Magic Alex and the Secret History of Rock and Roll"|"Harry F. MacDonald"|""|""|""|""|""
"Eat & Run: My Unlikely Journey to Ultramarathon Greatness"|"Steve Friedman, Scott Jurek"|"7"|"9"|"8"|"6|5"|"5"
"Invisible Influence: The Hidden Forces that Shape Behavior"|"Jonah Berger"|"8"|"7"|"9"|"6|8"|"8"
"Not Even a Hint: Guarding Your Heart Against Lust"|"Joshua Harris"|"5"|"8"|"7"|"9|6|4|7|8"|"6"
"The Boston Girl"|"Anita Diamant"|"1"|"4"|"3"|"2|5|4|3"|"5"
"Acts of Faith"|"Philip Caputo"|""|""|""|""|""
"The Obesity Code: Unlocking the Secrets of Weight Loss"|"Jason Fung, Timothy Noakes"|"1"|"8"|"7"|"9|6|5|4|3|2"|"2"
"Dianetics: The Modern Science of Mental Health"|"L. Ron Hubbard"|""|""|""|""|""
"The Book of Dragons"|"H. Granville Fell, E. Nesbit, H.R. Millar"|"1"|"2"|"3"|"4|5"|"5"
"In Your Eyes"|"Adelle Laudan"|""|""|""|""|""
"The Poor Mouth"|"Flann O'Brien, Ralph Steadman, Patrick C.  Power"|"9"|"10"|"8"|"7"|""
"The Last"|"Hanna Jameson"|""|""|""|""|""
"L is for Lawless"|"Sue Grafton"|"3"|"4"|"2"|"5|3"|"3"
"Here I Stand: A Life of Martin Luther"|"Roland H. Bainton"|"1"|"9"|"8"|"7|6|9|8|5|10"|"10"
"My Own Words"|"Mary Hartnett, Ruth Bader Ginsburg, Wendy W. Williams"|"1"|"2"|"3"|"4|5"|"5"
"The Riftwar Saga"|"Raymond E. Feist"|"8"|"9"|"7"|"9"|""
"Lovingkindness: The Revolutionary Art of Happiness"|"Sharon Salzberg, Jon Kabat-Zinn"|""|""|""|""|""
"The Jumping Frog"|"Mark Twain, Alan James Robinson"|"9"|"8"|"7"|"6|7"|"7"
"Twenty-Five Years Ago Today"|"Stacy Juba"|"8"|"7"|"6"|"7|6"|"6"
"Cane"|"Darwin Turner, Jean Toomer"|"7"|"9"|"8"|"6|10"|"10"
"Call Me Hope"|"Gretchen Olson"|"8"|"7"|"9"|"6"|""
"Harris and Me"|"Gary Paulsen"|"8"|"6"|"9"|"7"|""
"Here, Home, Hope"|"Kaira Rouda"|"1"|"2"|"3"|"4|5"|"5"
"An Ordinary Man: An Autobiography"|"Paul Rusesabagina, Tom Zoellner"|""|""|""|""|""
"Votive Mass of the Divine Heart of God the Father: Texts and Lectionary"|"Apostolate of the Divine Heart"|""|""|""|""|""
"Brookhaven"|"J.C. Eggleton"|""|""|""|""|""
"Fears of Darkness"|"J.M. Northup"|""|""|""|""|""
"The Man in the Iron Mask"|"Joachim Neugroschel, Alexandre Dumas, Francine du Plessix Gray"|"1"|"4"|"3"|"5|2"|"2"
"Twerking Cruxes and a Cloaked Visage"|"Kemka Ezinwo"|""|""|""|""|""
"Angels at the Gate"|"T.K. Thorne"|""|""|""|""|""
"The Wet Woman"|"Alejandra Daz Mattoni"|""|""|""|""|""
"Lost in the River of Grass"|"Ginny Rorby"|""|""|""|""|""
"Operation Sunset"|"Leslie Wolfe"|""|""|""|""|""
"Leopard's Kiss"|"Stephanie Rowe"|""|""|""|""|""
"The Dark Side of Honor: A Jack Dublin Novel"|"S.T. Phillips"|""|""|""|""|""
"The Perennial Wanderer: An American in the World"|"Steven D. Orr"|""|""|""|""|""
"Self Growth"|"Ron Millicent"|""|""|""|""|""
"Enochi: 3 Of Light"|"Christopher Perrett, Syquan Perrett"|"3"|""|""|""|""
"Goodpoint: We see only what we focus on. Although what we don't focus on can change our lives."|"Roberto F. Canducci"|""|""|""|""|""
"Dead or Alive"|"Tom Clancy, Grant Blackwood"|""|""|""|""|""
"Mary Me: One Womans Incredible Adventure with God"|"Elizabeth Bristol"|""|""|""|""|""
"Life is Big"|"Kiki Denis"|""|""|""|""|""
"The Gray Man"|"Mark Greaney"|""|""|""|""|""
"The Game of Life and How to Play It"|"Florence Scovel Shinn"|"1"|"2"|"3"|"4|5"|"5"
"The Dark Vineyard"|"Martin  Walker"|""|""|""|""|""
"The Hatbox Letters"|"Beth Powning"|""|""|""|""|""
"The Acorn Gathering: Writers Uniting Against Cancer"|"Huda Orfali, Shawna R. Van Arum, Jan Chandler, Timothy Morris Taylor, Bill Wetzel, Duane Simolke"|""|""|""|""|""
"Collected Poems, 1947-1980"|"Allen Ginsberg"|"7"|"9"|"8"|"6|10"|"10"
"Amplified Bible"|"Anonymous"|""|""|""|""|""
"Desiring God: Meditations of a Christian Hedonist"|"John      Piper"|"8"|"9"|"7"|"10|6|8|9|7"|"10"
"Dirt: The Erosion of Civilizations"|"David R. Montgomery"|"7"|"9"|"8"|"6|10"|"10"
"On Becoming a Person: A Therapist's View of Psychotherapy"|"Peter D.    Kramer, Carl R. Rogers"|""|""|""|""|""
"By My Choice... A Valentine's Day Story"|"Christine Blackthorn"|""|""|""|""|""
"Your Leadership Edge"|"Ravinder Tulsiani"|""|""|""|""|""
"One, Two, Three...Infinity: Facts and Speculations of Science"|"George Gamow"|"7"|"9"|"8"|"6|5|7|8|9|10"|"8"
"Decline and Fall"|"Evelyn Waugh"|"8"|"9"|"7"|"6|5"|"5"
"When Helping Hurts: How to Alleviate Poverty Without Hurting the Poor . . . and Yourself"|"Brian Fikkert, Steve Corbett, David Platt, John Perkins"|"1"|"8"|"7"|"9|6|5|4|3|2"|"2"
"Messed Up... By Choice"|"Nikita"|""|""|""|""|""
"Grown-up Shmown-up"|"Nicky Allen"|""|""|""|""|""
"The Friend"|"Teresa Driscoll"|""|""|""|""|""
"My Sister Rosa"|"Justine Larbalestier"|"3"|"4"|"5"|"2|4|3|5"|"4"
"Stone Soup"|"Marcia Brown"|"7"|"8"|"6"|"9|5"|"5"
"Descent"|"Tim Johnston"|"8"|"9"|"7"|"9|8"|"8"
"The Map That Changed the World: William Smith and the Birth of Modern Geology"|"Simon Winchester"|"1"|"9"|"8"|"7|6|9|8|5"|"8"
"Kingdom Wealth: The Power to Get It - 2nd Edition"|"Apostle J. Vernon Duncan"|""|""|""|""|""
"Those Left Behind"|"Will Conrad, Joss Whedon, Brett Matthews"|"8"|"7"|"9"|"6|7"|"7"
"The Mother-in-Law"|"Sally Hepworth"|"3"|"4"|"5"|"2|4|3|5"|"5"
"The Cross and the Switchblade"|"Elizabeth Sherrill, David Wilkerson, Raymond Todd, John Sherrill"|"7"|"8"|"9"|"6|7"|"7"
"The Leadership Challenge"|"Barry Z. Posner, James M. Kouzes"|"1"|"2"|"3"|"4|5"|"5"
"A Treatise of Human Nature"|"David Hume"|"9"|"8"|"7"|"6"|""
"The Sound of One Hand Clapping"|"Richard Flanagan"|""|""|""|""|""
"Dividers"|"Frank Frederick, Tierney Roberts, Lonna Marie, Travis Adams Irish"|""|""|""|""|""
"In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette"|"Hampton Sides"|"1"|"9"|"8"|"7|6|9|8|5|10"|"10"
"I'll Sing for My Dinner"|"B.R. Kingsolver"|""|""|""|""|""
"The Little Sentinel Of The Sierra Nevada"|"Paul        Williams"|""|""|""|""|""
"Neanderthal Seeks Human"|"Penny Reid"|"8"|"9"|"7"|"6|7"|"7"
"Odyssey from River Bend"|"Tom McGowen"|""|""|""|""|""
"Bloodchild and Other Stories"|"Octavia E. Butler"|"1"|"9"|"8"|"7|6|9|8|10"|"10"
"The Origin"|"Irving Stone"|""|""|""|""|""
"Rascal"|"Sterling North, John Schoenherr"|"1"|"2"|"3"|"4|5"|"5"
"Better Never to Have Been: The Harm of Coming into Existence"|"David Benatar"|"1"|"9"|"8"|"7|10|5|3|6|4|2"|"2"
"Short Stories from Rabindranath Tagore"|"Pratima Bowes, Rabindranath Tagore"|"1"|"2"|"3"|"4|5"|"5"
"Daja's Book"|"Tamora Pierce"|"3"|"4"|"5"|"4|3"|"3"
"Daniel's Diary"|"Rajeshwari Chauhan"|""|""|""|""|""
"Sixteenth Notes: the breaking of the rose-colored glasses"|"Taylor Rhodes"|""|""|""|""|""
"THE YEAR OF THE FROG"|"Juls Amor"|""|""|""|""|""
"The Book of Tea"|"Kakuz Okakura, Elise Grilli"|"1"|"4"|"3"|"5|2"|"2"
"The Brugan"|"Stephen          Moore"|""|""|""|""|""
"Dom Wars: Round Three"|"Lucian Bane"|""|""|""|""|""
"Wildflower"|"Drew Barrymore"|"7"|"8"|"9"|"6|5|8|7|9"|"8"
"The  Alternate Ending"|"M.J. Thompson"|""|""|""|""|""
"Every Natural Fact: Five Seasons of Open-Air Parenting"|"Amy Lou Jenkins"|""|""|""|""|""
"Anthills of the Savannah"|"Chinua Achebe"|"1"|"2"|"3"|"4|5|3|2|1"|"5"
"iWoz: Computer Geek to Cult Icon: How I Invented the Personal Computer, Co-Founded Apple, and Had Fun Doing It"|"Steve Wozniak, Gina Smith"|"1"|"9"|"8"|"7|6|5|4|3|2"|"2"
"Spinning Black Hole Inside Our Earth"|"Ed Lukowich"|""|""|""|""|""
"Self Growth - 2: Self Growth Through Self Esteem Techniques"|"Ron Millicent, Millie Parker"|"2"|""|""|""|""
"First, Break All the Rules: What the World's Greatest Managers Do Differently"|"Curt Coffman, Marcus Buckingham"|"8"|"9"|"7"|"6|8|9|7"|"8"
"Matthias and the Shadow"|"Michael Blythe"|""|""|""|""|""
"A Sick Day for Amos McGee:"|"Erin E. Stead, Philip C. Stead"|"1"|"9"|"8"|"7|6|10|5|4|3|2"|"2"
"Too Like the Lightning"|"Ada Palmer"|""|""|""|""|""
"How to Build a Billion Dollar App"|"George Berkowski"|""|""|""|""|""
"Mastiff"|"Tamora Pierce"|"7"|"8"|"9"|"6|7"|"7"
"The New Strategic Selling: The Unique Sales System Proven Successful by the World's Best Companies"|"Tad Tuleja, Robert B. Miller, J.W. Marriott Jr., Stephen E. Heiman"|"1"|"8"|"7"|"9|6|5|4|8|7"|"7"
"America's First Daughter"|"Stephanie Dray, Laura Kamoie"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health"|"Toni Weschler"|"1"|"9"|"8"|"7|6|5|4|3|2"|"2"
"Rewire Your Anxious Brain: How to Use the Neuroscience of Fear to End Anxiety, Panic, and Worry"|"Catherine M. Pittman, Elizabeth M. Karle"|"1"|"8"|"7"|"9|6|5|4|8|7"|"7"
"The Ode Less Travelled: Unlocking the Poet Within"|"Stephen Fry"|"7"|"9"|"8"|"6|5|8|7|9"|"9"
"In the Night Kitchen"|"Maurice Sendak"|"7"|"8"|"6"|"9|5"|"5"
"Am I Not A Man? The Dred Scott Story"|"Mark L. Shurtleff"|""|""|""|""|""
"Duncan's Diary: Birth of a Serial Killer"|"Christopher C. Payne"|""|""|""|""|""
"Devotion to the Divine Heart of God the Father"|"Apostolate of the Divine Heart"|""|""|""|""|""
"We, the Drowned"|"Emma Ryder, Charlotte Barslund, Carsten Jensen"|""|""|""|""|""
"The Rising Sun: The Decline & Fall of the Japanese Empire, 1936-45"|"John  Toland"|"8"|"9"|"7"|"10|6|8|9"|"10"
"The Tracker: The True Story of Tom Brown Jr."|"Tom Brown Jr., William Jon Watkins"|"8"|"7"|"9"|"6|7"|"7"
"The Starchild Compact"|"Gary McCluskey, Robert G. Williscroft"|""|""|""|""|""
"Indigo Blue"|"Cathy Cassidy"|"8"|"7"|"9"|"6"|""
